"molecule_SMILES","UniProt_ID","affinity_score"
"CC(C)(CNC1=NC=CC(=N1)C2=C(N=C3N2C=CN=C3CCN)C4=CC=C(C=C4)F)CO","P17948",71.4
"CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=CC(=CC(=C34)N2)F","P06493",65.8
"COC1=C(C(=CC=C1)F)C2=NCC3=CN=C(N=C3C4=C2C=C(C=C4)Cl)NC5=CC(=C(C=C5)C(=O)O)OC","Q00535",63.4
"CCN(CC)CC#CC1=CN=C(C2=C1SC=C2C3=CC=C(C=C3)NC(=O)NC4=CC=CC(=C4)C)N","P36888",70.8
"C1CN(CCC1O)C2=NC=NC3=C2C(=CN3)C4=CC=CC=C4","P51812",62.7
"CC1=NN=C(O1)C2=CC3=C(S2)C=NC=C3OC4=CC=C(C=C4)C(F)(F)F","P17612",62.7
"COC1=C(C=C2C(=C1)C=NC3=C2C(=O)NC3=O)OC","O14965",67.7
"CCCCN(CCC#N)C(=O)C1=CC2=N/C(=C\3/C4=CC=CC=C4NN3)/N=C2C=C1","Q9HAZ1",78.3
"CCN1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OC)C","P49841",63.4
"CCN(CC)CC#CC1=CC2=C(CC3=C2NN=C3C4=CN=C(C=C4)C#N)C=C1","P07333",65.8
"CC1=CC(=CC2=C1N/C(=C/3\C(=CC=NC3=O)NCC(C4=CC(=CC=C4)Cl)O)/N2)N5CCOCC5","P52333",73.3
"CC1=C(C=C(C=C1)NC(=O)NC2=CC=C(C=C2)C3=CSC4=NC=NC(=C34)N)C","P49760",67.1
"CCN(CC)CCCNC1=CC=CC(=N1)C2=NC3=C(C=CC=C3N2)C(=O)N","O94806",62.7
"C1=C2C(=NC=C1Br)NC(=O)N2","Q13627",64.6
"C1=CC(=CC=C1C2=CN=CC3=C2C=C(S3)C(=O)N)Br","O43293",71.4
"C1=CC2=C(C=C1Br)C(=C3C(=O)NC(=S)S3)C(=O)N2","O14757",62.7
"CSC1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F","P06493",62.7
"C1CCC(CC1)NC2=C(C=C3C(=C2)C(=O)NC3=O)NC4CCCCC4","Q05655",55.9
"C1=CC(=CC=C1CNC2=C(C(=O)C2=O)NC3=CC=NC=C3)Cl","P45983",65.2
"CC1=CC2=C(C=CN=C2C=C1)NC(=O)NC3=CC=CC(=N3)C(F)(F)F","Q05513",62.7
"C1=CC=C2C(=C1)N=C(N2CCCO)NC(=O)C3=CC(=CC=C3)[N+](=O)[O-]","Q00535",62.1
"C1[C@@H]2N([C@H](CO1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)C(=O)NC6=O)CC9=CC=CC=C9","Q05655",64
"C1=CC=C(C=C1)CN2C(=C(N=N2)C3=CC4=C(C=C3)NN=C4N)I","P11309",64
"CC(C)(C)C1=NN(C(=C1)NC(=O)C(=O)C2=CC=CC3=CC=CC=C32)C4=CC=C(C=C4)OCCC(=O)O","P45984",64.6
"C1=CC=C(C=C1)C2=CNC3=C2C(=NC=N3)NC(CO)CO","Q13627",72.7
"C1=CC(=CC(=C1)Cl)NC2=C(C(=C3C=CC(=O)C=C3)NN2)C4=CC=C(C=C4)O","P08581",65.2
"CN1CCC(CC1)NC(=O)C2=CN=C(N=C2NC3CCCC3)NCC4=C(C=CC(=C4)Cl)Cl","O14757",59.1
"CC1=C2C(=C(C=NC2=NN1)C#N)C3=CC=CC=C3","P06213",65.8
"CC1=CC(=CC=C1)NC(=O)NC2=CC=C(C=C2)C3=CSC4=C3C(=NC=C4)N","O95819",65.8
"CC1=C(C=C(C=C1)CNC2=C(C(=O)C2=O)NC3=CC=NC=C3)C","O96013",64
"C1[C@@H]2N[C@H](CO1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)C(=O)NC6=O","Q05513",75.5
"C1=CC(=CC=C1OC2=CN=CC3=C2C=C(S3)C4=NC(=O)ON4)I","Q05655",66.5
"C1=NC2=C(C(=N1)N)SC3=NC=NC(=C23)N","P51955",62.7
"C1=CC=C(C=C1)C2=NNC3=C2C=C(C=C3)Br","P52333",67.1
"CC1CSC2=C(C(=O)C3=CC(=C(C=C3N12)N4CCC(C4)N)F)C(=O)O","O95819",62.1
"C1=CC=C(C=C1)NC(=O)NC2=CC=CC=N2","P31749",56.5
"CN1CCN(CC1)C2=CC(=C(C=C2)OC(F)(F)F)NC3=NC=C4CCC5=C(C4=N3)N(N=C5C(=O)N)CCO","P36888",70.1
"CC(C)(C)NC(=O)NC1=C(C=C2C=NC(=NC2=N1)N)C3=CC(=CC(=C3)OC)OC","Q05655",57.8
"CC1=CC(=CC=C1)NC2=NC=CC(=N2)NC3=C(C(=O)C3=O)NC(C)C(C)(C)C","O95819",72
"CN1C2=CC=CC=C2C=C1C(=O)NC3=C(C=C(C=C3)C4=CSC5=C4C(=NC=C5C=CC(=O)NCCN(C)C)N)OC","P45983",64.6
"C1COCCC1CN2C=C(N=N2)C3=CC4=C(C=C3)NN=C4","P00519",69.6
"CC1=CC2=C(C(=C1)Cl)OC(=N2)NC3=CC=C(C=C3)C4=NN(C5=C4C(=NC=N5)N)C6CCC(CC6)OCCOC","P51955",71.4
"C1=CC=C2C(=C1)C(=CN2)CC(COC3=CN=CC(=C3)C4=CC(=C(C=C4)N)C(=O)C5=CC=CC=C5F)N","Q05513",62.7
"C1CCN(CC1)C2=NC=NC3=C2C(=CN3)C4=CC=CC=C4","P35968",65.8
"CCN(CC)CCCNC(=O)C1=CN=C(C2=C1SC=C2C3=CC=C(C=C3)NC(=O)NC4=CC=CC(=C4)C)N","Q13131",67.1
"C1=CC=C(C=C1)CNC2=NC(=CC(=C2)C3=CNC4=C3C=CC=N4)Cl","P12931",75.2
"C1=CC(=CC=C1CNC2=C(C(=O)C2=O)NC3=CC=NC=C3)Cl","P49760",62.7
"C1=CC(=CC(=C1)F)NC(=O)NC2=CC=C(C=C2)C3=CSC4=C3C(=NC=C4C5=COC=C5)N","P45984",64.6
"C1=CC=C2C(=C1)N/C(=C(/C#N)\C3=NC(=NC=C3)NCCC4=CN=CC=C4)/S2.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O","P45983",73.4
"C1COCCN1C2=NC(=CC=C2)NC(=O)NC3=C4C=CC=C(C4=NC=C3)C(F)(F)F","Q12851",63.4
"C1=CC=C2C(=C1)C3=C(N2)C(=NC=C3)C4=C(C=CC(=C4)[N+](=O)[O-])Cl","P06493",58.1
"CC(C)(C(=O)NCCN1C=CC2=C1C(=NC=N2)NC3=CC(=C(C=C3)OC4=C5C=NSC5=CC=C4)Cl)N","P06213",62.1
"CC(C)(CNC1=NC=CC(=N1)C2=C(N=C3N2C=CN=C3CCN)C4=CC=C(C=C4)F)CO","Q05513",62.7
"C1=CC(=CC2=NC=C(C=C21)C3=CC=NC=C3)Cl","P06239",62.1
"C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)NC=C3C4=C(C=CC5=C4SC=N5)NC3=O","P51955",69.6
"CCOC1=C(C(=CC(=N1)NC(=O)C)N)C#N","P00519",69.2
"CC1=CC=C(C=C1)C2=CC3=C(C=CC(=C3N2)C(=O)N)NCCN","P35968",67.7
"CC1=CC(=C(C=C1)F)C2=CN3C(=NN=C3N)C=C2","P08581",65.2
"CC1CSC2=C(C(=O)C3=CC(=C(C(=C3N12)F)N4CCC(C4)N)F)C(=O)O","P24941",62.7
"CN1CCC(CC1)NC(=O)C2=CN=C(N=C2N[C@@H]3COC[C@H]3O)NC4=CC(=CC(=C4)Cl)Cl","P06213",59.1
"CC1=CC(=CC2=C1N/C(=C/3\C(=CC=NC3=O)NCC(C4=CC(=CC=C4)Cl)O)/N2)N5CCOCC5","P04629",81.4
"COCCOCC(=O)NC1=CC=CC2=C1CC3=C2NN=C3C4=CSC(=C4)C#CCOC5=CC=CC=C5","P35968",71.9
"CN(C)CCCNC(=O)C1=CC2=C(C=C1)NC3=C(C=CC(=C3)C4=CC(=C(C=C4)O)OC)C(=O)N2","Q9HAZ1",75.2
"COC1=CC(=CC(=C1OC)OC)C2=CC3=C(C=C2)NC4=C(C=CC(=C4)C5=CC=CC=C5NS(=O)(=O)C)C(=O)N3","P11309",63.4
"CC1=CC(=CC=C1)NC(=O)CC2=CC=C(C=C2)C3=C4C(=CC=C3)NN=C4N","P00519",69.6
"CC1=C2CCCC(=C2C=CC1=O)NNC(=O)CC3=CC=CC4=CC=CC=C43","P06213",64
"C1C2=C(C=CC=C2C(=O)N1)C3=CC=C(C=C3)NC4=NC5=CC=CC=C5O4","P45983",65.2
"CN(C1=C(C=CC=N1)CNC2=NC(=NC=C2C(F)(F)F)NC3=CC4=C(C=C3)NC(=O)C4)S(=O)(=O)C","P48729",64
"C1=CC2=C(C=C1Cl)C3=C(C(=O)NC(=O)C3=C(O2)N)C#N","O75116",62.7
"C1CNC2=C(C(=NC=N2)N)N=C1C3=CC=CC=C3","Q96GD4",67.1
"C1CC(CNC1)N2CC[C@@]3(C2)CN(C4=CC=CC=C34)C(=O)C5=CC6=C(N5)C=CC(=C6)F","P00519",59.1
"C1C(CN1CC2=C(C=C(C=C2)OCC3=CC=CC=C3)Cl)C(=O)O","P08069",65.8
"CCOC1=C(C(=CC(=N1)C(=O)NCC2=CC=NC=C2)N)C#N","P45984",77
"C1=CC(=C(C=C1Cl)C2=C(C(=O)NC3=CC(=CC(=C32)Cl)Cl)O)O","Q96GD4",63.4
"C1=CC=C2C(=C1)C(=NNC2=O)C3=CC=C(C=C3)NC(=O)C4=CC(=CC=C4)S(=O)(=O)NCCCN","Q05655",62.7
"C1=CN=CC=C1C2=NC3=C4C=CSC4=NC(=O)N3N2","Q13627",69.6
"CC1=C2C(=NN1)C=CC=C2C3=CC=C(C=C3)NC(=O)NC4=CC=CC(=C4)C(F)(F)F","P06239",65.8
"C1COCCN1C2=CC(=CC=C2)NC3=NC=CC(=N3)C4=C(N=C5N4C=CS5)C6=C(C(=CC=C6)NC(=O)C7=CC=CC=C7F)Cl","Q9HAZ1",66.5
"C[C@H](C1=C(C=CC(=C1Cl)F)Cl)OC2=CC3=CC(=CN=C3C=C2)/C=C/C(=O)N","O14965",63.3
"C1CNC(=O)C2=C1NC(=C2)C3=CC=NC=C3","P41743",64.6
"C1=CC=C(C=C1)SC2=C(C=C3C(=C2)C(=O)NC3=O)SC4=CC=CC=C4","P41743",57.8
"CN1C2=C(C=N1)C(=O)CCC2","P06493",60.2
"CC(C)(C)C1=NN(C(=C1)NC(=O)C(=O)C2=CC=CC3=CC=CC=C32)C4=CC=C(C=C4)OCC(=O)O","P08581",65.8
"C1=CC(=CC=C1C2=C(N(C=N2)CCCO)C3=CC=NC=C3)F","P06213",64
"CN1CCN(CC1)CC2=CC3=C(C=C2)C4=C(C3)C(=NN4)C5=CSC(=C5)C#CCOCC6CC6","Q7L7X3",62.1
"COC1=NC=CC(=N1)C2=C(N=CN2C3CCC(CC3)O)C4=CC=C(C=C4)F","Q00535",62.1
"C1=CC(=CC(=C1)F)NC(=O)NC2=CC=C(C=C2)NC(=O)C3=C4C(=NC=NN4C=C3)N","P24941",62.7
"C1=CC(=C(C=C1C2=C(C=NN2)C3=NC=NC=C3)Cl)Cl","P36888",70.2
"CCOC(=O)CC1=NC2=C(N1)C=CC=C2N","P45983",64
"CCN(C)[C@H]1C[C@H]2N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N(C7=C53)[C@@]([C@H]1OC)(O2)C)CNC6=O","P00533",71.3
"CN1C2=NC(=NC=C2C=C(C1=O)OC3=C(C=C(C=C3)F)F)NC4CCOCC4","P17612",62.7
"CC(C1=CC(=CC=C1)OC)NC(=O)C2=C(C=C(C=C2)C3=CC=NC=C3)NCCCN","Q16620",64
"CC1=CC(=O)N=C2C1=C(NN2)C3=CC=CC(=C3)C4=CC=C(C=C4)C#N","Q12851",65.8
"CCCCN(CCC#N)C(=O)C1=CC2=N/C(=C\3/C4=CC=CC=C4NN3)/N=C2C=C1","Q13464",68.3
"C1=CC=C(C=C1)CN2C=C(N=N2)C3=CC4=C(C=C3)NN=C4","P08581",65.2
"C1CC(CN(C1)C(=O)C2=NOC(=C2)C3=CC4=C(C=C3)NN=C4)O","P00533",66.5
"CCN(CC)CCNC(=O)C=CC1=CN=C(C2=C1SC=C2C3=CC=C(C=C3)NC(=O)NC4=CC=CC(=C4)C)N","Q13464",73.9
"COC1=CC=CC(=C1)CNC(=O)C2=CC3=C(NN=C3S2)C4=CC=CC=C4","Q13627",70.8
"CS(=O)(=O)NC1=C(C=C2C(=C1)OCCCCCOC3=NC(=CN=C3C#N)NC(=O)N2)Cl","P49760",62.7
"CC1=C(C=CC=C1NC(=O)C2=CC=C(C=C2)C(C)(C)C)C3=CN(C(=O)C(=C3)NC4=NC=C(C=C4)C(=O)N5CCOCC5)C","Q13627",66.5
"CC1=C(C=C(C=C1)C(=O)NC2=NOC=C2)NC3=NC=NC4=C3C=NN4C5=CC=CC=C5","P36888",65.8
"CC1=CC(=C2C(=C1)N=C(O2)NC3=C(C=C(C=C3)C4=C(C(=CC=C4)C(=O)N)N)F)C","P41743",64
"CCN1CCN(CC1)C2=CC=C(C=C2)NC3=CC(=NC=N3)N(C)C(=O)NC4=C(C(=CC(=C4Cl)OC)OC)Cl","P36888",65.1
"C1=CC(=CC(=C1)N)C2=CC(=C3C(=C2)C=CC=N3)C(=O)N","O94806",62.1
"CSC1=CNC2=C1C(=NC=N2)NCCCO","P11362",67.1
"C1=CC(=CC(=C1)F)NC(=O)NC2=CC=C(C=C2)C3=CSC4=C3C(=NC=C4C5=CN(N=C5)CCO)N","O95819",76.4
"CCCS(=O)(=O)NC1=CC=C(C=C1)C2=CC3=C(C=C2)NN=C3N","P06493",66.5
"C1COCCC1CN2C=C(N=N2)C3=CC4=C(C=C3)NN=C4","O75116",71.4
"C1=CC(=NC(=C1)NC(=O)NC2=CC=NC3=C(C=CC(=C23)F)F)C(F)(F)F","O43293",64
"CC1=CC=C(S1)C2=C(C(=O)NC(=C2)C3=C(C=CC(=C3)Br)O)C#N","Q12851",65.8
"CC1=CC2=CC(=CC(=C2N1)F)C3=CSC4=C3C(=NC=C4C=CC(=O)NC)N","O14757",62.7
"C1CC2=C(CC1C3=CC=CC=C3)C=NN2","P51812",57.8
"C1=CC2=C(C=C1C3=NC(=NC=C3)N)NN=C2N","O14965",70.8
"C1CCC(C1)N2C3=C(C(=N2)C4=CC5=NC=CN5C=C4)C(=NC=N3)N","P35968",57.8
"C1=CC(=CC(=C1)Cl)NC(=O)NC2=CC=C(C=C2)C3=CSC4=C3C(=NC=C4)N","P06493",62.7
"CC(C1CCC(CC1)C(=O)NC2=CC=NC=C2)N","P49841",64.6
"C1CNC(=O)C2=C1NC(=C2)C3=CC=NC=C3","Q13464",74.5
"CCOC(=O)C1=C(N2C3=CC(=C(C=C3NC(=O)C2=N1)[N+](=O)[O-])NC(=O)C)C","P08581",65.8
"C1=CC=C(C=C1)CC(COC2=CN=CC(=C2)C3=CC4=C(C=C3)NC(=O)C4=CC5=CC=CN5)N","Q13464",83.2
"C1CN(CC2=C(C=CC=C21)C(=O)NC3=NC4=CC=CC=C4S3)C5=NC(=C(S5)C6=CC=C(C=C6)CO)C(=O)O","P49841",69.6
"CC1=CN=C(N1)C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)Cl)NCCNC4=NC=C(C=C4)C#N","Q12851",63.4
"C1CC(CN(C1)C(=O)C2=NOC(=C2)C3=CC4=C(C=C3)NN=C4)O","O95819",62.1
"CC(C)(CN1C=C(C=N1)C2=CN=C(C3=C2SC=C3C4=CC=C(C=C4)NC(=O)NC5=CC=C(C=C5)OC)N)O","P00519",83.9
"CC1=CC(=C(C=C1Cl)NC(=O)NC2=NC=C(N=C2)C#N)OCC3CCC(C3)C(=O)O","P51812",67.7
"C1=CC=C(C=C1)NC(=O)NNC=C2C=C(C(=O)C(=C2)Br)Br","P17612",71.4
"C1CC(CNC1)N2CC[C@@]3(C2)CN(C4=CC=CC=C34)C(=O)C5=CC6=C(N5)C=CC(=C6)F","P49841",59.1
"COC1C(OC(C(C1O)OC(=O)CBr)N2C3=C(C=CC=C3Cl)C4=C5C(=C6C7=C(C(=CC=C7)Cl)NC6=C42)C(=O)NC5=O)CO","O94806",59.7
"CC(C)(CNC1=NC=CC(=N1)C2=C(N=C3N2C=CN=C3OC)C4=C(C=C(C=C4)F)F)CO","Q13131",67.1
"CC(C)N1C2=C(C(=N1)C3=CC4=NON=C4C=C3)C(=NC=N2)N","P00519",61.4
"C1=CC=C2C(=C1)C(=CN2)CC(COC3=CN=CC(=C3)C4=CC=C(C=C4)F)N","P11309",70.2
"CC1=CN=C(N=C1NC2=CC=C(C=C2)OCC(=O)N)NC3=CC(=CC=C3)S(=O)(=O)N","P08581",66.5
"CNC(=O)C1=CC=CC=C1NC2=NC(=NC=C2Cl)NC3=C(C=C(C=C3)N4CCOCC4)OC","P31749",62.7
"CC1=CC(=CC=C1)NC(=O)NC2=CC=C(C=C2)C3=CSC4=C3C(=NC=C4C#CCN5CCCC5)N","P36888",81.4
"C1=CC2=C(C=C1Cl)C3=C(O2)C(=O)N=CN3","Q16620",64
"C1=CC=C(C=C1)C2=CNC3=C2C(=NC=N3)NCCCO","Q13131",67.1
"CN1C=C(C2=C1C=CC(=C2)C#N)C3=CC4=NC(=CN=C4N3)Br","P17612",67.7
"C1CC1N2C3=C(C(=C(C=C3C(=O)C4=C2SNC4=O)F)NCC5=CC=CC=C5)F","Q05513",62.7
"CC(C)NC(=O)COC1=CC=CC(=C1)C2=NC3=CC=CC=C3C(=N2)NC4=CC5=C(C=C4)NN=C5","P45983",65.2
"C1=CC(=CC=C1C(=O)NC2=C(SC3=C2C(=C(C=C3)Cl)Cl)C(=O)N)Cl","P06239",65.8
"C1=CC(=C2C(=C1Cl)C3=C(S2)C(=O)N=CN3)Cl","O60674",67.1
"C1CC(CCC1CN)CNC2=NC(=NC=C2[N+](=O)[O-])NCC3=CC=CC=C3Cl","P24941",69.6
"CC(C)CN1C2=C(C=CC(=C2)C3=C(N=C4N3C=CS4)C5=CC=C(C=C5)F)N=C1N","O60674",67.1
"C1=CC(=CC=C1C2=CSC3=NC=NC(=C23)N)NC(=O)NC4=C(C=CC(=C4)C(F)(F)F)F","P05129",62.7
"C1CC1NC2=NC(=NC3=C2SC=C3)NC4=CC(=C(C=C4)N5CCOCC5)Cl","P49841",64.6
"COC1=C(C=C(C=C1)C2=NN(C3=C2C(=NC=N3)N)[C@@H]4CCNC4)O","P00533",61.5
"CC1CCN(CC1C2=NC=C3N2C4=C(NC=C4)N=C3)C(=O)CC#N","P06241",63.4
"CC1=C(C=C(C=C1)C(=O)NC2=NOC=C2)NC3=C(C(=NC=N3)NC4CCCC4)C#N","P41743",57.8
"COC1=C(C=CC(=C1)C2=CC3=C(C=C2)C(=O)NC4=C(N3)C=CC(=C4)[N+](=O)[O-])O","P49841",70.2
"CCNNC1=CC(=C(C2=NC3=CC=CC=C3N12)C#N)C","P06493",62.7
"C1=CC(=C(C=C1Cl)F)C2=C(C=C(N2)C3=NC(=NC=C3)N)C(=O)N","P00533",66.5
"CC1=CC(=O)NN=C1C2=CC(=C(C=C2)NC(=O)NC3=C(C=CC(=C3)C(F)(F)F)F)Cl","P04629",75.8
"CCCS(=O)(=O)NC1=CC=C(C=C1)C2=CC3=C(C=C2)NN=C3NC(=O)C","Q96GD4",65.8
"C1=CC=C(C=C1)CN2C(=C(N=N2)C3=CC4=C(C=C3)NN=C4N)C5=CC=C(C=C5)F","Q96GD4",74.5
"C1CNC(=O)C2=C1NC(=C2)C3=CC=NC=C3","P06213",63.4
"CC1=CC(=CC=C1)NC(=O)NC2=CC=C(C=C2)C3=C(N4C(=C(C=N4)C5=CN(N=C5)C)N=C3)N","P49841",63.4
"CCN(CC)CC#CC1=CN=C(C2=C1SC=C2C3=CC=C(C=C3)NC(=O)NC4=CC=CC(=C4)C)N","O14757",62.7
"COC1=CC=CC(=C1)C2=CN3C4=CC=CC=C4NC(=O)C3=C2","O95819",73.3
"CC1=C(C=C(C=C1)O)CC[C@H]2[C@@H]3C[C@@H]([C@@H]([C@]3(CCC2=O)C)[C@H](C)CCCC(C)C)O","Q96GD4",55.9
"C1=CC(=CC(=C1)Cl)NC(=O)NC2=NC=C(S2)CCNC3=NC=NC4=C3SC=C4","P17612",65.2
"CC(C1=CC=CC=C1F)NC2=NC(=CN=C2)N3C=NC4=C3C=C(C=C4)C#N","Q13464",68.9
"COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C(=O)O)OCC4=CC=CC=C4C(F)(F)F)OC","Q13627",68.9
"COC(=O)CCNS(=O)(=O)C1=CC=CC2=C1C=CN=C2","O94806",62.1
"CCCC1=CC2=C(C=CN=C2C=C1)NC(=O)NC3=CC=CC(=N3)C(F)(F)F","P49840",82.6
"CCC1=C(NC2=NC=CN=C12)C3=CC=C(C=C3)C(C)(C)O","Q13464",62.1
"CC1=CC(=O)C2=C(C(=C3NC4=CC=CC=C4N3)C(=O)C=C2O1)OC","P06239",63.4
"CC1=C(C=CC(=C1)NC2=NC=C(C(=N2)NC3C4CC(C3C(=O)N)C=C4)F)N5CCN(CC5)C","P08069",70.2
"CCCOC1=CC=CC(=C1)C(C)NC(=O)C2=CC=C(C=C2)C3=CC=NC=C3","P17948",70.8
"COC1=C(C=C(C=C1)C=NNC2=NC=NC3=C2NC4=CC=CC=C43)OC","P00533",66.5
"CC(C)(C)OC(=O)N1C2=C(C=C(C=C2)NC3=C(C(=O)C3=O)NCC4=CC=C(C=C4)S(=O)(=O)N)C=N1","P36888",65.8
"COC1=CC=CC(=C1)NC(=O)C2=C3N=CC=C(N3N=C2)C4=CC=CC=C4","P06239",65.8
"C1=CC=C2C(=C1)NC(=N2)C=CC3=CN=C(C4=C3SC=C4C5=CC=C(C=C5)N)N","P17948",82.6
"CN1C=C(C=N1)C2=CN=C(C3=C2SC=C3C4=CC=C(C=C4)NC(=O)NC5=CC(=CC=C5)F)N","P07333",85.1
"C1=CN=CC=C1C=CC2=CC(=CN=C2)OCCCN","O14757",62.7
"C[C@@H]1CCC(CN1)N2CC[C@@]3(C2)CN(C4=CC=CC=C34)C(=O)C5=CC6=CC=CC=C6N5","P24941",59.1
"C1=CC=C(C=C1)CC2=NOC(=C2)C3=CC4=C(C=C3)NN=C4","O75116",77.5
"CCOC1=CC=C(C=C1)NC(=O)NC2=CC=C(C=C2)C3=CSC4=C3C(=NC=C4C5=CN(N=C5)C)N","O95819",75.8
"C1C2=C(C3=C(C=CC=N3)NC1=O)NC4=C2C=C(C=C4)Br","O75116",62.7
"C1=C/C(=N/C(=O)NC2=CNC=CN2)/C3=CC=CC(=O)C3=C1","P06239",63.4
"CC(C)C1=NN=C2N1C=C(C=C2)C3=C(N=CO3)C4=CC(=C(C=C4F)F)F","P31749",62.1
"C1=C(C2=C(N1CC(C(CN)O)O)N=CN=C2N)I","Q05513",62.7
"C1=CC=C(C=C1)C2=C(N=NN2C3=NON=C3N)C(=O)NN=CC4=CC=CS4","P48729",63.4
"COC1=CC2=C(C=C1)NC=C2C=C3C4=CC=CC=C4NC3=O","P49760",64.6
"C1CNCC=C1C2=CNC3=C2C=C(C=C3)C4=CC=C(C=C4)OC(F)(F)F","Q9HAZ1",62.1
"CC1=CC(=CC=C1)NC(=O)NC2=CC=C(C=C2)C3=CSC4=C3C(=NC=C4C#CCN5CCCC5)N","P45984",71.4
"CC(C)(C)C1=CC(=C(S1)NC(=O)NC2=C(C(=CC=C2)Cl)Cl)C(=O)N3CCC(=O)N(CC3)CCN(C)C","P11309",59.1
"CC1=CC(=CC(=C1)NC(=O)NC2=CC(=C(C=C2)C3=C4CNC(=O)C4=CC=C3)C)C","P49840",62.7
"C1=CC=C2C(=C1)C(=CC3=CC=CN3)C(=O)N2","P08069",65.8
"C1CC2=C(C1)NN=C2NC(=O)CC3=CC=C(C=C3)Cl","P52333",67.1
"C1=CC=C2C(=C1)C(=CC3=CC=CN3)C(=O)N2","P52333",65.2
"CC1=C(C=CC(=C1)NC(=O)NC2=CC=C(C=C2)C3=C4C(=C(C=C3)OC)ON=C4N)F","P08069",66.5
"COC1=CC=CC=C1C2=NC(=NC=C2)NC3=CC(=CC=C3)S(=O)(=O)C","O96013",64
"COC1=C(C=C2C(=C1)N=CN=C2NC3=C(C(=CC=C3)Cl)F)CN4CCC[C@H]4CC(=O)N","P28482",62.1
"CC(C)N(CCCN)C(=O)C1=CC(=CC=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=CC4=CC=CC=C43","Q00535",65.2
"CC(C)(C)C1=NN=C2N1C=C(C=C2)C3=C(N=CO3)C4=CC(=C(C=C4F)F)F","O75116",62.1
"CC\1=C(C2=NC3=CC=CC=C3N2C(=O)/C1=C/C4=C(NN(C4=O)C5=CC=C(C=C5)C(=O)O)C)C#N","Q96GD4",64
"CC(C)(C)C1=NN(C(=C1)NC(=O)C(=O)C2=CC=CC3=CC=CC=C32)C4=CC=C(C=C4)OCCC(=O)O","P11309",63.4
"C1OC2=C(O1)C=C(C=C2)C3=C4C=CNC4=NC=N3","P49760",72
"C1=CC=C(C=C1)C2=C(OC=N2)CN3C4=C(C(=N3)C5=CC(=C(C=C5)F)O)C(=NC=N4)N","P12931",76.9
"CC1=CC=CC(=C1)C2(CC2C(=O)NC3=CC=NC=C3)C4=CC(=CC=C4)C","P05129",62.7
"CC1=CNC2=NC=CC(=C12)OC3=C(C=C(C=C3F)NC4=CC(=NC(=N4)N)Cl)F","P52333",64.6
"CC1=NC=C(C=C1)C2=CN=C(C3=C2SC=C3C4=CC=C(C=C4)NC(=O)NC5=CC(=CC=C5)F)N","P08581",71.4
"C1=CC=C2C(=C1)C(=CN2)CC(COC3=CN=CC(=C3)C4=CC5=C(C=C4)NC(=O)C5=CC6=CC=CO6)N","P17612",80.1
"C1CCC(C(C1)N)NC2=NC=CC(=N2)C3=CNC4=C3C=CC=N4","P08069",66.5
"C1=CC2=C(C=CC(=C2)CN3C4=NC(=CN=C4N=N3)C5=CN(N=C5)CCO)N=C1","P08581",84.6
"C1=CC=C(C=C1)CN2C(=C(N=N2)C3=CC4=C(C=C3)NN=C4N)C5=CC=CC=C5","P52333",71.4
"C1=CC(=CC=C1C2=CNC3=NC=CC(=C23)Cl)C(=O)N","Q7L7X3",66.5
"CN(CCOC)C(=O)C1=C(N=NN1CC2=CC=CC=C2)C3=CC4=C(C=C3)NN=C4","P45984",64.6
"CC1=C(SC(=N1)NC)C2=NC(=NC=C2C#N)NC3=CC=CC(=C3)N4CCCNCC4","P12931",64
"C1C(CC(=O)C2=C1NC3=C(C2=O)C=CC(=C3)Cl)C4=C(C=C(C=C4)Cl)Cl","P24941",62.7
"CC1=CC=C(C=C1)NC(=O)NC2=CC=C(C=C2)NC(=O)C3=CSC4=NC=NC(=C34)N","Q05513",62.7
"COC1=CC=CC(=C1)NC2=NC=NC3=CC=CC=C32","Q05655",62.7
"C[C@@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](C)NS(=O)(=O)C1=CC=C(C2=CC=CC=C21)N(C)C","O94806",56.7
"COC1=CC=C(C=C1)CNC2=C(C(=O)C2=O)NC3=CC4=C(C=C3)NN=C4","P11309",62.1
